Quality Supplement Mfg,,,,,,,
On Hand,,,,,,,
 ,,,,,,,
Part Number,Description,Qty,,Location,Tracking,,
R1176,Organic Bladderwrack Powder (Origin: Non-Chinese),19.458,kg,Stock Bin # A36,"ExpDate: 2023-10-31

Lot#: NIGOBLDW-2010V009569
",,
R1272,Organic Cinnamon Ceylon Powder (Cinnamomum verum),25.571,kg,Stock Bin # A36,"ExpDate: 2023-04-30

Lot#: S381701FGTCP02
",,
R1333,Organic Alfalfa (Medicago sativa),13.33,kg,Stock Bin # A36,"ExpDate: 2023-12-28

Lot#: 20201229
",,
R355,Organic Ashwagandha Root Powder,11.71,kg,Stock Bin # A36,"ExpDate: 2023-06-22

Lot#: AI/ASH/FG/007/2019/01
",,
R842,Organic Yellow Maca Powder (Gelatinized),520.175,kg,Stock Bin # A36,"ExpDate: 2022-09-25

Lot#: OMGY201809-26
",,
R843,Organic Black Maca Powder (Gelatinized),119.807,kg,Stock Bin # A36,"ExpDate: 2022-12-30

Lot#: 3002-119-120919
",,
R843,Organic Black Maca Powder (Gelatinized),31.721,kg,Stock Bin # A36,"ExpDate: 2022-09-01

Lot#: OMGB-201809-26
",,
R865,Organic Burdock Root Powder,2.20,kg,Stock Bin # A36,"ExpDate: 2023-09-08

Lot#: 20200909
",,
R865,Organic Burdock Root Powder,16.35,kg,Stock Bin # A36,"ExpDate: 2025-03-22

Lot#: 20200323
",,
R873,Milk Thistle Powder,12.975,kg,Stock Bin # A36,"ExpDate: 2022-07-06

Lot#: 20190707
",,
R1007,Organic Siberian Eleutherococcus Root,28.628,kg,Stock Bin # A37,"ExpDate: 2022-09-15

Lot#: CCWJ-C-907831
",,
R1025,Organic Cascara Sagrada Bark Powder,1.00,kg,Stock Bin # A37,"ExpDate: 2022-08-31

Lot#: 1004C-WIIP
",,
R1026,Organic Rhubarb Root Powder,0.87,kg,Stock Bin # A37,"ExpDate: 2022-01-31

Lot#: 1116C-TCP
",,
R1028,Organic Yellowdock Root Powder,10.67,kg,Stock Bin # A37,"ExpDate: 2022-03-31

Lot#: 1019C-OUP
",,
R1029,Organic Red Clover Powder,10.67,kg,Stock Bin # A37,"ExpDate: 2022-08-12

Lot#: CHCZ-E-903318
",,
R1029,Organic Red Clover Powder,2.604,kg,Stock Bin # A37,"ExpDate: 2022-04-17

Lot#: 93590-53Z
",,
R1076,Organic Hops,18.65,kg,Stock Bin # A37,"ExpDate: 2023-06-18

Lot#: PJH-180801
",,
R1078,Organic Valerian Root,18.65,kg,Stock Bin # A37,"ExpDate: 2022-10-06

Lot#: XCG-20201007
",,
R1130,Organic Larch Arabinogalactan Powder,8.422,kg,Stock Bin # A37,"ExpDate: 2021-12-20

Lot#: TM191221
",,
R1134,Organic Slippery Elm Powder,20.148,kg,Stock Bin # A37,"ExpDate: 2022-12-23

Lot#: CYSP-C-925898
",,
R1135,Organic Marshmallow Root Powder,16.658,kg,Stock Bin # A37,"ExpDate: 2022-02-19

Lot#: HK200220
",,
R1136,Organic Licorice Root Powder,20.605,kg,Stock Bin # A37,"ExpDate: 2022-02-17

Lot#: HK200218
",,
R1138,Organic Fennel Seed Extract 10:1,8.164,kg,Stock Bin # A37,"ExpDate: 2022-03-03

Lot#: HK200304
",,
R1140,Organic Cat's Claw,14.788,kg,Stock Bin # A37,"ExpDate: 2022-03-15

Lot#: HK200316
",,
R310,Organic Kelp Powder,31.909,kg,Stock Bin # A37,"ExpDate: 2023-06-14

Lot#: 4443
",,
R691,Organic Indonesian Cinnamon (Cinnamomum burmannii),1.056,kg,Stock Bin # A37,"ExpDate: 2021-11-28

Lot#: 92950-50
",,
R756,Kelp (Norwegian or Icelandic),25.00,kg,Stock Bin # A37,"ExpDate: 2023-06-14

Lot#: 4443
",,
R797,Organic Apple Cider Vinegar Powder,2.645,kg,Stock Bin # A37,"ExpDate: 2023-09-10

Lot#: CO82001-02-20200905PE
",,
R800,Organic Celery Seed Powder,14.687,kg,Stock Bin # A37,"ExpDate: 2021-10-03

Lot#: 18J276-3427
",,
R843,Organic Black Maca Powder (Gelatinized),9.628,kg,Stock Bin # A37,"ExpDate: 2022-09-01

Lot#: 3002-100-090519
",,
R911,Aloe Vera Extract 10:1 (Organic),3.032,kg,Stock Bin # A37,"ExpDate: 2022-10-07

Lot#: CLH-A-902811
",,
R921,Organic Dandelion Root Powder (Taraxacum officinale) (Organic),5.454,kg,Stock Bin # A37,"ExpDate: 2023-06-12

Lot#: 95888-53
",,
R927,Yucca Root P.E. 10:1 (Organic),15.351,kg,Stock Bin # A37,"ExpDate: 2022-09-18

Lot#: TM200110
",,
R934,Organic Wheat grass,20.432,kg,Stock Bin # A37,"ExpDate: 2023-05-05

Lot#: 20180506
",,
R947,Organic Red Peony Root Powder,19.129,kg,Stock Bin # A37,"ExpDate: 2024-09-30

Lot#: 20210918
",,
R974,Organic Garlic Powder,6.98,kg,Stock Bin # A37,"ExpDate: 2023-01-02

Lot#: 361518
",,
R982,Organic Cane Juice,10.273,kg,Stock Bin # A37,"ExpDate: 2022-09-06

Lot#: EL180906
",,
R1175,Organic Irish Moss Powder (Origin: Non-Chinese),6.175,kg,Stock Bin # A38,"ExpDate: 2022-09-09

Lot#: 9996
",,
R1175,Organic Irish Moss Powder (Origin: Non-Chinese),325.487,kg,Stock Bin # A38,"ExpDate: 2022-12-17

Lot#: 9928
",,
R829,Organic Ginger Root Powder,13.63,kg,Stock Bin # A38,"ExpDate: 2023-07-01

Lot#: ZL20210726PZ
",,
R1241,Organic White Rice Flour,887.768,kg,Stock Bin # A39,"ExpDate: 2022-10-23

Lot#: 29701
",,
R050,00 Vcaps Plus Clear Capsules,"1,400,000.00",ea,Stock Bin # A4,"ExpDate: 2026-11-24

Lot#: 9051506
",,
R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A5,"ExpDate: 2026-11-28

Lot#: 9051398
",,
R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A7,"ExpDate: 2026-11-20

Lot#: 9051484
",,
R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin # A9,"ExpDate: 2026-11-20

Lot#: 9051484
",,
PS#10004-SETCO,SETCO - 175cc White HDPE Bottle 38-400 500/case,"2,000.00",ea,Stock Bin # B1,"Lot#: C83065883
",,
PS#10243,60oz White Wide Mouth HDPE 120mm Canister (1775cc),770.00,ea,Stock Bin # B1,"Lot#: B1582
",,
PS#10161-ALPHA,250cc Black PET Bottles 45-400 neck finish,"2,090.00",ea,Stock Bin # B10,"Lot#: P212511
",,
PS#10105,25oz White HDPE Canister 89-400 96/case,200.00,ea,Stock Bin # B11,"Lot#: 10656701
",,
PS#10105,25oz White HDPE Canister 89-400 96/case,432.00,ea,Stock Bin # B11,"Lot#: M209204
",,
PS#10105,25oz White HDPE Canister 89-400 96/case,13.00,ea,Stock Bin # B11,"Lot#: M175194
",,
PS#10105,25oz White HDPE Canister 89-400 96/case,232.00,ea,Stock Bin # B11,"Lot#: M202655
",,
PS#10105,25oz White HDPE Canister 89-400 96/case,60.00,ea,Stock Bin # B11,"Lot#: M189614
",,
PS#10220,COMAR-100cc Clear PET Bottle 38-400,"1,120.00",ea,Stock Bin # B11,"Lot#: 8362044
",,
PS#10220,COMAR-100cc Clear PET Bottle 38-400,"4,480.00",ea,Stock Bin # B11,"Lot#: 8589480
",,
PS#10105-CBM,25oz White HDPE Canister 89-400 96/case,960.00,ea,Stock Bin # B12,"Lot#: 547070799
",,
PS#10252,COMAR - 300cc Dark Amber PET Bottle 45-400,400.00,ea,Stock Bin # B12,"Lot#: 21698838
",,
PS#10252,COMAR - 300cc Dark Amber PET Bottle 45-400,500.00,ea,Stock Bin # B12,"Lot#: 21877218
",,
PS#10252,COMAR - 300cc Dark Amber PET Bottle 45-400,672.00,ea,Stock Bin # B12,"Lot#: 5625728
",,
PS#10252,COMAR - 300cc Dark Amber PET Bottle 45-400,330.00,ea,Stock Bin # B12,"Lot#: 8568268
",,
PS#10252,COMAR - 300cc Dark Amber PET Bottle 45-400,140.00,ea,Stock Bin # B12,"Lot#: U210681
",,
PS#10198,300cc Black PET W/M Packer 45/400,52.00,ea,Stock Bin # B13,"Lot#: U073022
",,
PS#10198,300cc Black PET W/M Packer 45/400,240.00,ea,Stock Bin # B13,"Lot#: U053027
",,
PS#10198,300cc Black PET W/M Packer 45/400,"6,000.00",ea,Stock Bin # B13,"Lot#: F190541
",,
PS#10198,300cc Black PET W/M Packer 45/400,240.00,ea,Stock Bin # B13,"Lot#: WE103021
",,
PS#10105-CBM,25oz White HDPE Canister 89-400 96/case,"2,880.00",ea,Stock Bin # B14,"Lot#: 547070799
",,
PS#10001-SETCO,100cc White HDPE Bottle 38-400 650/case,"5,184.00",ea,Stock Bin # B15,"Lot#: C82779591
",,
PS#10185,BERRY - 250cc White HDPE bottle 45-400,"2,404.00",ea,Stock Bin # B15,"Lot#: 21-20188
",,
PS#10185,BERRY - 250cc White HDPE bottle 45-400,385.00,ea,Stock Bin # B15,"Lot#: 19-16192
",,
PS#10211-ALPHA,150cc Blue PET Bottle 38-400 (Tall Skinny),509.00,ea,Stock Bin # B16,"Lot#: U191407
",,
PS#10211-ALPHA,150cc Blue PET Bottle 38-400 (Tall Skinny),"3,690.00",ea,Stock Bin # B16,"Lot#: U203256
",,
PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),200.00,ea,Stock Bin # B16,"Lot#: 8651672
",,
PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),330.00,ea,Stock Bin # B16,"Lot#: 13329014
",,
PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),400.00,ea,Stock Bin # B16,"Lot#: 12631696
",,
PS#10120,COMAR (PZ) - 200cc Green PET Bottle 38-400,"1,748.00",ea,Stock Bin # B17,"Lot#: 10393724
",,
PS#10120-Performance,200cc Green PET Bottle 38-400,138.00,ea,Stock Bin # B17,"Lot#: 122319-200
",,
PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),413.00,ea,Stock Bin # B17,"Lot#: 10465223
",,
PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),"1,230.00",ea,Stock Bin # B17,"Lot#: F161811
",,
PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),"1,333.00",ea,Stock Bin # B17,"Lot#: 13616937
",,
PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),410.00,ea,Stock Bin # B17,"Lot#: P173144
",,
PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),410.00,ea,Stock Bin # B17,"Lot#: F162097
",,
PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),410.00,ea,Stock Bin # B17,"Lot#: F162198
",,
PS#10006,COMAR - 225cc White HDPE Bottle 45-400 340/case,172.00,ea,Stock Bin # B18,"Lot#: 11402232
",,
PS#10006,COMAR - 225cc White HDPE Bottle 45-400 340/case,"2,163.00",ea,Stock Bin # B18,"Lot#: 11808103
",,
PS#10006-ALPHA,225cc White HDPE Bottle 45-400 280/case,275.00,ea,Stock Bin # B18,"Lot#: P201136
",,
PS#10006-ALPHA,225cc White HDPE Bottle 45-400 280/case,280.00,ea,Stock Bin # B18,"Lot#: P201772
",,
CS#5196,4 oz Clear Type III Glass Jar 58-400,288.00,ea,Stock Bin # B19,,,
PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),746.00,ea,Stock Bin # B19,"Lot#: 12819403
",,
PS#10269,COMAR - 400cc Cobalt Blue PET Bottle PZ 45-400 160/case,641.00,ea,Stock Bin # B19,"Lot#: 21862990
",,
PS#10269,COMAR - 400cc Cobalt Blue PET Bottle PZ 45-400 160/case,41.00,ea,Stock Bin # B19,"Lot#: 22217416
",,
PS#10348,16oz Amber Glass Jar 89-400,667.00,ea,Stock Bin # B19,"Lot#: 2161650
",,
PS#10001,ALPHA-100cc White HDPE Bottle 38-400 750/case,"2,000.00",ea,Stock Bin # B2,"Lot#: P192668
",,
PS#10002-ALPHA,120cc White HDPE 38-400,"2,250.00",ea,Stock Bin # B2,"Lot#: M201330
",,
PS#10096-COMAR,225cc Green PET Bottle 45-400 PX,"1,005.00",ea,Stock Bin # B2,"Lot#: 1230256
",,
PS#10231-ALPHA,300cc Blue PET 45/400 bottle,"1,665.00",ea,Stock Bin # B2,"Lot#: U205326
",,
PS#10304,250cc Amber Glass packers 45-400 (12 pack),"3,048.00",ea,Stock Bin # B21,"Lot#: 648212
",,
PS#10024,38-400 White Ribbed Lid - Heat Induction Liner Shiny Top 2900/case,"20,743.00",ea,Stock Bin # B22,"Lot#: 202107613289
",,
PS#10268,ALPHA - 250cc Dark Amber PET Bottle 45-400,"3,510.00",ea,Stock Bin # B22,"Lot#: M210004
",,
CS#5274,Beef Thymus,1.00,kg,Stock Bin # B23,"ExpDate: 2022-09-19

Lot#: 20PH31/173293E
",,
CS#5278,00 Vcaps Plus Purple Carrot STD. PURPLE TR. V27.901,"136,000.00",ea,Stock Bin # B23,"Lot#: 3624531
",,
R1234,00 Vcaps Plus Purple Carrot STD. PURPLE TR. V27.901,"35,800.00",ea,Stock Bin # B23,"ExpDate: 2025-02-17

Lot#: 9042435
",,
PS#10006-ALPHA,225cc White HDPE Bottle 45-400 280/case,255.00,ea,Stock Bin # B24,"Lot#: P210782
",,
PS#10010,ALPHA - 150cc Black PET Bottle 38-400 410/case,100.00,ea,Stock Bin # B25,"Lot#: F190874
",,
PS#10010,ALPHA - 150cc Black PET Bottle 38-400 410/case,"9,430.00",ea,Stock Bin # B25,"Lot#: P204560
",,
PS#10010,ALPHA - 150cc Black PET Bottle 38-400 410/case,"1,800.00",ea,Stock Bin # B25,"Lot#: 8114756
",,
PS#10004,COMAR - 175cc White HDPE Bottle 38-400 375/case,"11,250.00",ea,Stock Bin # B26,"ExpDate: 2024-12-15

Lot#: 24196577
",,
PS#10002-Berry,120cc White HDPE Bottle 38-400,"3,600.00",ea,Stock Bin # B28,"Lot#: 21-20199
",,
PS#10003-SETCO,150cc White HDPE Bottle 38-400,"2,595.00",ea,Stock Bin # B28,"Lot#: 21-19736
",,
PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),"5,440.00",ea,Stock Bin # B28,"Lot#: 22420965
",,
PS#10298,"45-400 Black Smooth Sides Lid, Heat Seal Liner","10,000.00",ea,Stock Bin # B28,"Lot#: JR00052283
",,
PS#10227,PERFORMANCE - 250cc Cobalt Blue PET W/M RND 45/400,1.00,ea,Stock Bin # B3,"Lot#: 050319-250
",,
PS#10227,PERFORMANCE - 250cc Cobalt Blue PET W/M RND 45/400,468.00,ea,Stock Bin # B3,"Lot#: 091619-250
",,
PS#10227-ALPHA,250cc Cobalt Blue PET W/M RND 45/400 270/cse,"4,197.00",ea,Stock Bin # B3,"Lot#: U191374
",,
PS#10227-COMAR,250cc Cobalt Blue PET W/M RND 45/400,738.00,ea,Stock Bin # B3,"Lot#: 21558687
",,
PS#10227-COMAR,250cc Cobalt Blue PET W/M RND 45/400,590.00,ea,Stock Bin # B3,"Lot#: 11443526
",,
PS#10234,".05x67x500M Roll Clear w/black print ""S4YP""",17.00,ea,Stock Bin # B30,"Lot#: 14369-A
",,
PS#10371,.05x68x500 Clear W/Vert. Perf. Roll,8.00,ea,Stock Bin # B30,"Lot#: 10371
",,
PS#10398,.05x70x500M Clear Roll,5.00,ea,Stock Bin # B30,"Lot#: 1
",,
PS#10003-ALPHA,150cc White HDPE Bottle 38-400 415/case,"6,225.00",ea,Stock Bin # B31,"Lot#: P211316
",,
PS#10003-ALPHA,150cc White HDPE Bottle 38-400 415/case,"11,680.00",ea,Stock Bin # B31,"Lot#: P211313
",,
PS#10053,Clear with black print neckband 66 x 28mm,"2,400.00",ea,Stock Bin # B32,"Lot#: 10053
",,
PS#10057,Clear neckband 77 x 28mm,"1,200.00",ea,Stock Bin # B32,"Lot#: 10057
",,
PS#10084,89mm Clear with Black Print neckband,"2,000.00",ea,Stock Bin # B32,"Lot#: 10084
",,
PS#10087,36 x 4mm Clear neckband,"4,000.00",ea,Stock Bin # B32,"Lot#: 10087
",,
PS#10134,"190 x 28 Neckband - 1,000 / carton",3.00,ea,Stock Bin # B32,,,
PS#10224,.05 x 150 x 195 CLEAR Cutband,1.00,ea,Stock Bin # B32,"Lot#: 10224
",,
PS#10255,"86mm x 28mm ""SFYP"" cutband (no perf)","1,000.00",ea,Stock Bin # B32,"Lot#: 10255
",,
PS#10265,.05 x 150 x 100 CLEAR Cutband,1.00,ea,Stock Bin # B32,"Lot#: 96923
",,
PS#10320,.05x205x190 Clear No Perf Cutband,"4,000.00",ea,Stock Bin # B32,,,
PS#10178,.05x66x500M Clear w/vertical perf rollstock,3.00,ea,Stock Bin # B34,"Lot#: 10-04-2021
",,
PS#10235,".05x77x500M Roll Clear w/black print ""S4YP""",6.00,ea,Stock Bin # B34,"Lot#: 10235
",,
PS#10235,".05x77x500M Roll Clear w/black print ""S4YP""",6.00,ea,Stock Bin # B34,"Lot#: 09-25-2021
",,
PS#10336,.05 x 205 x 250 Full Body Sleeve (Cutband),2.00,ea,Stock Bin # B34,"Lot#: 1
",,
PS#10340,.05x155x195 Clear Cutband,1.00,ea,Stock Bin # B34,,,
PS#10364,.05x65x500 Clear Roll,4.00,ea,Stock Bin # B34,,,
PS#10395,".05x66x500M Clear with black print ""S4YP""",5.00,ea,Stock Bin # B34,,,
PS#10397,.05x66x500M Clear Roll,18.00,ea,Stock Bin # B34,"Lot#: xx
",,
PS#10062,16 GRAM PURE COIL RAYON,68.00,lbs,Stock Bin # B35,"Lot#: 571-006521
",,
PS#10147,14x12x14 Boxes,270.00,ea,Stock Bin # B35,,,
PS#10356,10x10x10 Single Wall Box,1.00,ea,Stock Bin # B35,,,
PS#10111,"Standard Shoe Covers - Size 6-11, Blue 150 pairs / pack",17.00,ea,Stock Bin # B36,,,
PS#10125,"Polypropylene Bouffant Caps - 24"", Blue 100 / pack",33.00,ea,Stock Bin # B36,,,
PS#10153,Polypropylene Beard Nets - White 100/pack,40.00,ea,Stock Bin # B36,,,
PS#10199,Hair and Beard Net Combo - white,20.00,ea,Stock Bin # B36,,,
PS#10266,"Shoe Covers - Size 12-15, Blue 150 pairs/carton",3.00,ea,Stock Bin # B36,"Lot#: 10266
",,
PS#10266,"Shoe Covers - Size 12-15, Blue 150 pairs/carton",7.00,ea,Stock Bin # B36,"Lot#: 07-26-2021
",,
PS#10410,Uline Industrial Elastic Coverall - XL 25/box,2.00,ea,Stock Bin # B36,,,
PS#10411,Uline Industrial Elastic Coverall - 2XL 25/box,2.00,ea,Stock Bin # B36,,,
PS#10412,"Uline Stick Staples - C58 5/8""",3.00,ea,Stock Bin # B36,,,
PS#10069,10x10x10 DW boxes,555.00,ea,Stock Bin # B37,,,
PS#10048,Black Powder Free Nitrile Gloves - Large 100 / box,13.00,ea,Stock Bin # B38,,,
PS#10049,Black Powder Free Nitrile Gloves - Medium 100 / box,34.00,ea,Stock Bin # B38,,,
PS#10064,Zip Ties 1000 / bag,13.00,ea,Stock Bin # B38,,,
PS#10072,"12x18"" 2 Mil Poly Bags - 1000 / Roll",1.00,ea,Stock Bin # B38,,,
PS#10077,Tape Rolls - 36 / box,94.00,ea,Stock Bin # B38,,,
PS#10126,Black Powder Free Nitrile Gloves - XL 100 / box,1.00,ea,Stock Bin # B38,,,
PS#10142,Black Powder Free Nitrile Gloves  - Small 100 / box,91.00,ea,Stock Bin # B38,,,
PS#10144,Gun Tape Dispenser,1.00,ea,Stock Bin # B38,,,
PS#10218,.05 x 150 x 195 CLEAR W/VERT PERF,200.00,ea,Stock Bin # B38,"Lot#: 1
",,
PS#10352,"Vinyl Gloves - Powder-Free, 3  MIL, Clear, Large",1.00,ea,Stock Bin # B38,,,
PS#10400,KN-95 Masks,640.00,ea,Stock Bin # B38,,,
PS#10069,10x10x10 DW boxes,300.00,ea,Stock Bin # B39,,,
PS#10002,120cc White HDPE Bottle 38-400 450/case,250.00,ea,Stock Bin # B4,"Lot#: SE81295TN
",,
PS#10002-Berry,120cc White HDPE Bottle 38-400,300.00,ea,Stock Bin # B4,"Lot#: C81456292
",,
PS#10161-ALPHA,250cc Black PET Bottles 45-400 neck finish,"4,320.00",ea,Stock Bin # B4,"Lot#: M210620
",,
PS#10161-ALPHA,250cc Black PET Bottles 45-400 neck finish,"4,544.00",ea,Stock Bin # B4,"Lot#: P212511
",,
PS#10268,ALPHA - 250cc Dark Amber PET Bottle 45-400,1.00,ea,Stock Bin # B4,"Lot#: F191199
",,
PS#10268,ALPHA - 250cc Dark Amber PET Bottle 45-400,370.00,ea,Stock Bin # B4,"Lot#: M204895
",,
PS#10268,ALPHA - 250cc Dark Amber PET Bottle 45-400,"1,161.00",ea,Stock Bin # B4,"Lot#: P204563
",,
PS#10069,10x10x10 DW boxes,240.00,ea,Stock Bin # B40,,,
PS#10277,"10X10X5"" Corrugated Boxes",1.00,ea,Stock Bin # B40,"Lot#: 101901061
",,
PS#10231-COMAR,300cc Blue PET 45/400 bottle (PZ),575.00,ea,Stock Bin # B5,"Lot#: 22741697
",,
PS#10231-COMAR,300cc Blue PET 45/400 bottle (PZ),672.00,ea,Stock Bin # B5,"Lot#: 12986768
",,
PS#10231-TIM,300cc Blue PET 45/400,"1,200.00",ea,Stock Bin # B5,"Lot#: 5/14
",,
PS#10006-ALPHA,225cc White HDPE Bottle 45-400 280/case,"2,520.00",ea,Stock Bin # B6,"Lot#: P213036
",,
PS#10310-ALPHA,150cc Light Amber PET Bottle 38-400,430.00,ea,Stock Bin # B7,"Lot#: U204674
",,
PS#10310-ALPHA,150cc Light Amber PET Bottle 38-400,380.00,ea,Stock Bin # B7,"Lot#: U203359
",,
PS#10310-ALPHA,150cc Light Amber PET Bottle 38-400,820.00,ea,Stock Bin # B7,"Lot#: U210690
",,
PS#10310-ALPHA,150cc Light Amber PET Bottle 38-400,621.00,ea,Stock Bin # B7,"Lot#: U200020
",,
PS#10310-ALPHA,150cc Light Amber PET Bottle 38-400,"3,660.00",ea,Stock Bin # B7,"Lot#: U204238
",,
CS#5188,3oz White HDPE Cylinder 33mm SP.,200.00,ea,Stock Bin # B8,,,
PS#10161-ALPHA,250cc Black PET Bottles 45-400 neck finish,"4,590.00",ea,Stock Bin # B8,"Lot#: M210620
",,
PS#10161-ALPHA,250cc Black PET Bottles 45-400 neck finish,"1,251.00",ea,Stock Bin # B8,"Lot#: P212511
",,
PS#10212,32oz Black PET Cannister 89-400,311.00,ea,Stock Bin # B9,"Lot#: CP3289BK012419
",,
PS#10212,32oz Black PET Cannister 89-400,315.00,ea,Stock Bin # B9,"Lot#: CP3289B101819
",,
PS#10259,COMAR-250cc Clear PET PZ 45-400 300/case,270.00,ea,Stock Bin # B9,"Lot#: 9927588
",,
PS#10259,COMAR-250cc Clear PET PZ 45-400 300/case,703.00,ea,Stock Bin # B9,"Lot#: 13616828
",,
PS#10283,COMAR-400cc Light Amber PET Bottle 45-400�,697.00,ea,Stock Bin # B9,"Lot#: 10601873
",,
PS#10228,44oz White HDPE Canister 120-400,440.00,ea,Stock Bin # C1,"Lot#: 1
",,
PS#10332,80oz 120-400 HDPE Canister - Black,867.00,ea,Stock Bin # C1,"Lot#: CPI-80120B
",,
PS#10003-ALPHA,150cc White HDPE Bottle 38-400 415/case,"2,075.00",ea,Stock Bin # C10,"Lot#: P211286
",,
PS#10003-ALPHA,150cc White HDPE Bottle 38-400 415/case,"2,490.00",ea,Stock Bin # C10,"Lot#: P211115
",,
PS#10014,200cc Dark Amber PET Bottle 38-400 290/case,100.00,ea,Stock Bin # C10,"Lot#: T092052
",,
PS#10014,200cc Dark Amber PET Bottle 38-400 290/case,285.00,ea,Stock Bin # C10,"Lot#: P204851
",,
PS#10014,200cc Dark Amber PET Bottle 38-400 290/case,290.00,ea,Stock Bin # C10,"Lot#: T092051
",,
PS#10016,ALPHA-200cc Clear PET Bottle 38-400 335/case,574.00,ea,Stock Bin # C11,"Lot#: F201258
",,
PS#10095,ALPHA-16oz White HDPE Canister 89-400,168.00,ea,Stock Bin # C11,"Lot#: M198461
",,
PS#10121,500cc Green PET Bottle 53/400 140/case,140.00,ea,Stock Bin # C11,"Lot#: T075025
",,
PS#10310-ALPHA,150cc Light Amber PET Bottle 38-400,820.00,ea,Stock Bin # C11,"Lot#: U202616
",,
PS#10002-Berry,120cc White HDPE Bottle 38-400,450.00,ea,Stock Bin # C12,"Lot#: R031251
",,
PS#10034,25oz Black HDPE Canister 89-400 140 / case,190.00,ea,Stock Bin # C12,"Lot#: HCP-25-89B
",,
PS#10097,175cc White HDPE Bottle 45-400,346.00,ea,Stock Bin # C12,"Lot#: V161868
",,
PS#10219,ALPHA - 225cc Cobalt Blue PET Bottle 45-400,300.00,ea,Stock Bin # C12,"Lot#: M161697
",,
PS#10219,ALPHA - 225cc Cobalt Blue PET Bottle 45-400,100.00,ea,Stock Bin # C12,"Lot#: P194523
",,
PS#10219-COMAR PX,225cc Cobalt Blue PET Bottle 45-400 335/cs,512.00,ea,Stock Bin # C12,"Lot#: 21665946
",,
PS#10223,400cc Black PET Bottle 45-400,100.00,ea,Stock Bin # C12,"Lot#: W014021
",,
PS#10307-ALPHA,250cc Light Amber PET Bottle 45-400,742.00,ea,Stock Bin # C12,"Lot#: U203867
",,
PS#10007-ALPHA,300cc White HDPE Bottle 45-400,"1,020.00",ea,Stock Bin # C13,"Lot#: P192105
",,
PS#10007-ALPHA,300cc White HDPE Bottle 45-400,399.00,ea,Stock Bin # C13,"Lot#: P205560
",,
PS#10007-ALPHA,300cc White HDPE Bottle 45-400,171.00,ea,Stock Bin # C13,"Lot#: P194640
",,
PS#10007-ALPHA,300cc White HDPE Bottle 45-400,145.00,ea,Stock Bin # C13,"Lot#: C80665035
",,
PS#10007-ALPHA,300cc White HDPE Bottle 45-400,269.00,ea,Stock Bin # C13,"Lot#: 21640587
",,
PS#10007-ALPHA,300cc White HDPE Bottle 45-400,46.00,ea,Stock Bin # C13,"Lot#: P192106
",,
PS#10312-ALPHA,250cc White PET Bottle 45-400,50.00,ea,Stock Bin # C13,"Lot#: M197239
",,
PS#10312-AMCOR,250cc White PET Bottle 45-400,820.00,ea,Stock Bin # C13,"Lot#: 20101614
",,
PS#10312-AMCOR,250cc White PET Bottle 45-400,50.00,ea,Stock Bin # C13,"Lot#: 3441402
",,
PS#10105-CBM,25oz White HDPE Canister 89-400 96/case,"1,920.00",ea,Stock Bin # C14,"Lot#: 5472784
",,
PS#10105-CBM,25oz White HDPE Canister 89-400 96/case,960.00,ea,Stock Bin # C14,"Lot#: 547070799
",,
PS#10168,8 oz Black PET Canister (70-400),150.00,ea,Stock Bin # C15,"Lot#: 201907538308
",,
PS#10168,8 oz Black PET Canister (70-400),"3,840.00",ea,Stock Bin # C15,"Lot#: P201754
",,
PS#10168,8 oz Black PET Canister (70-400),250.00,ea,Stock Bin # C15,"Lot#: P200328
",,
PS#10168,8 oz Black PET Canister (70-400),80.00,ea,Stock Bin # C15,"Lot#: 201754
",,
PS#10015-ALPHA,200cc Black PET Bottle 38-400,355.00,ea,Stock Bin # C16,"Lot#: P204851
",,
PS#10015-ALPHA,200cc Black PET Bottle 38-400,"2,369.00",ea,Stock Bin # C16,"Lot#: P204923
",,
PS#10018-TIM,500cc White PET Bottle 45-400 140/case,840.00,ea,Stock Bin # C16,"Lot#: Y045025
",,
PS#10161-ALPHA,250cc Black PET Bottles 45-400 neck finish,"1,139.00",ea,Stock Bin # C17,"Lot#: M207471
",,
PS#10161-ALPHA,250cc Black PET Bottles 45-400 neck finish,438.00,ea,Stock Bin # C17,"Lot#: M210620
",,
